StoreID,Month,NumberOfSales
1556,3,67886.39333333333
1556,4,68994.03666666665
1557,3,138397.9216666667
1557,4,130406.90000000001
1558,3,93557.97999999998
1558,4,84009.21333333333
1559,3,125231.62499999999
1559,4,112297.04666666666
1560,3,119702.78333333333
1560,4,111325.89166666668
1561,3,216139.52833333332
1561,4,201696.76666666663
1562,3,215862.90999999995
1562,4,209588.69666666668
1563,3,117933.42166666666
1563,4,107503.82
1564,3,100298.80500000002
1564,4,94003.36500000002
1565,3,129720.925
1565,4,128877.175
1566,3,112986.27166666667
1566,4,102952.315
1567,3,142638.10976190478
1567,4,135366.46666666665
1568,3,124390.67
1568,4,116394.9466666667
1569,3,142111.06666666662
1569,4,130267.06666666665
1570,3,118913.66666666664
1570,4,110811.34999999999
1571,3,91185.75
1571,4,89230.3035714286
1572,3,84190.58333333331
1572,4,77621.58071428571
1573,3,121851.84999999998
1573,4,118893.64166666668
1574,3,121187.09999999999
1574,4,117869.52857142854
1575,3,133213.6433333333
1575,4,131317.85833333337
1576,3,180202.24166666667
1576,4,168456.1333333333
1577,3,72499.48000000001
1577,4,71403.45666666665
1578,3,108121.13333333332
1578,4,100748.50333333336
1579,3,112390.6361904762
1579,4,113133.45333333331
1580,3,141229.30666666664
1580,4,136788.80000000002
1581,3,153207.15833333335
1581,4,141200.775
1582,3,119897.71833333332
1582,4,112526.03333333333
1583,3,51053.006666666646
1583,4,47287.02000000002
1584,3,235958.40000000005
1584,4,221168.5333333333
1585,3,61347.041666666664
1585,4,59594.693333333315
1586,3,80669.14333333334
1586,4,76743.98833333334
1587,3,110161.52499999997
1587,4,100195.14333333333
1588,3,83973.08333333334
1588,4,80330.12333333332
1589,3,118075.50238095238
1589,4,110723.3
1590,3,59546.031666666655
1590,4,54668.90666666668
1591,3,136816.85999999996
1591,4,124860.54547619048
1592,3,126182.43333333333
1592,4,123347.99999999996
1593,3,181467.74333333338
1593,4,168697.65
1594,3,139290.87666666668
1594,4,125898.66666666666
1595,3,158712.24333333335
1595,4,145975.60000000003
1596,3,88567.24833333335
1596,4,83301.11499999999
1597,3,194182.80666666664
1597,4,183607.85
1598,3,91823.47690476195
1598,4,86610.69976190475
1599,3,102843.45666666664
1599,4,94035.21666666666
1600,3,130204.6816666667
1600,4,125092.71666666666
1601,3,94197.83333333331
1601,4,88121.39928571427
1602,3,241408.38333333327
1602,4,228714.86333333334
1603,3,125550.89166666665
1603,4,116474.575
1604,3,120570.0942857143
1604,4,116509.95
1605,3,46856.52833333333
1605,4,45283.75166666666
1606,3,102163.48333333334
1606,4,95555.38333333335
1607,3,114056.13333333335
1607,4,104776.55333333332
1608,3,82794.56666666667
1608,4,76222.93666666669
1609,3,111058.43333333335
1609,4,102630.83333333333
1610,3,136703.75619047618
1610,4,131764.09500000003
1611,3,253515.8
1611,4,238145.55000000002
1612,3,120037.57142857142
1612,4,107628.59999999999
1613,3,86920.29500000001
1613,4,80023.96333333333
1614,3,116792.905
1614,4,109817.45000000001
1615,3,104689.41333333333
1615,4,119510.685
1616,3,144764.4
1616,4,118175.40833333333
1617,3,139640.70000000004
1617,4,127771.82166666668
1618,3,106366.8
1618,4,100052.54999999999
1619,3,82413.65333333336
1619,4,82799.11666666667
1620,3,192293.7
1620,4,175967.15833333335
1621,3,149166.97666666668
1621,4,133817.2666666667
1622,3,102938.71666666667
1622,4,98977.99666666664
1623,3,176348.60499999995
1623,4,162223.34999999998
1624,3,96231.82833333332
1624,4,94858.46666666667
1625,3,92320.89000000001
1625,4,89550.62333333332
1626,3,121057.36166666665
1626,4,108121.07357142855
1627,3,102792.50833333335
1627,4,100426.84999999999
1628,3,110560.96166666664
1628,4,105546.94166666667
1629,3,145482.625
1629,4,131624.27833333335
1630,3,132670.675
1630,4,126245.50833333333
1631,3,105140.4933333333
1631,4,94650.92499999997
1632,3,132040.73119047616
1632,4,123523.4430952381
1633,3,83157.59000000001
1633,4,78112.21333333333
1634,3,57729.80500000001
1634,4,52934.405
1635,3,161341.71428571432
1635,4,149400.75666666668
1636,3,228019.59666666665
1636,4,214537.52666666667
1637,3,133632.99333333332
1637,4,122174.64666666668
1638,3,93121.51666666668
1638,4,87278.79571428569
1639,3,120762.165
1639,4,116530.73
1640,3,203884.3166666667
1640,4,185037.84833333336
1641,3,103525.04333333335
1641,4,94816.89666666667
1642,3,80202.6161904762
1642,4,77681.2876190476
1643,3,91481.43000000001
1643,4,87973.5875
1644,3,100875.79333333335
1644,4,93966.34999999999
1645,3,62527.56273809525
1645,4,60488.56
1646,3,155330.9833333333
1646,4,140104.04166666666
1647,3,118052.56190476193
1647,4,109218.17952380955
1648,3,110960.62000000001
1648,4,106804.14166666665
1649,3,138958.74833333335
1649,4,130558.8
1650,3,70735.71166666666
1650,4,67658.14333333331
1651,3,83090.04333333332
1651,4,80029.17333333332
1652,3,149265.69499999998
1652,4,152391.07333333336
1653,3,125953.42499999999
1653,4,122574.4795238095
1654,3,102689.98333333334
1654,4,91817.41714285714
1655,3,131766.855
1655,4,116825.13666666666
1656,3,165473.4516666667
1656,4,162109.50833333336
1657,3,101089.40333333334
1657,4,92546.75833333332
1658,3,122983.85
1658,4,115152.065
1659,3,66129.93
1659,4,62147.31666666667
1660,3,144848.23333333328
1660,4,135195.6416666667
1661,3,225822.95000000004
1661,4,210947.62
1662,3,207352.07
1662,4,189280.83333333337
1663,3,78647.55833333332
1663,4,73203.62166666666
1664,3,77680.55333333333
1664,4,68741.10999999999
1665,3,134313.46
1665,4,114552.1833333333
1666,3,80733.31611111111
1666,4,76795.565
1667,3,117274.2116666667
1667,4,110748.205
1668,3,124104.35666666669
1668,4,120104.05166666667
1669,3,83108.62428571428
1669,4,75330.40833333334
1670,3,83638.86714285715
1670,4,78125.2380952381
1671,3,145567.19999999998
1671,4,140505.53
1672,3,127477.35833333334
1672,4,118670.47666666668
1673,3,85147.81690476192
1673,4,76861.26333333335
1674,3,167948.7
1674,4,158360.28333333333
1675,3,107015.69595238093
1675,4,103684.09666666668
1676,3,226600.22000000003
1676,4,226765.24666666664
1677,3,146584.15
1677,4,144200.15333333332
1678,3,132229.94
1678,4,154457.57
1679,3,80277.49880952382
1679,4,75133.54166666666
1680,3,82479.83166666667
1680,4,74955.92333333332
1681,3,128199.61166666666
1681,4,121982.43333333333
1682,3,78793.74404761907
1682,4,71782.87000000001
1683,3,98439.465
1683,4,86368.52833333334
1684,3,188218.78333333333
1684,4,171605.43333333335
1685,3,124449.74333333335
1685,4,110166.6380952381
1686,3,173168.08833333338
1686,4,168082.43333333332
1687,3,118073.95738095237
1687,4,109222.45238095238
1688,3,84701.33166666667
1688,4,81525.5666666667
1689,3,153301.50000000003
1689,4,144923.33333333337
1690,3,134626.56
1690,4,129821.65
1691,3,70721.24380952382
1691,4,69521.2
1692,3,56146.66499999999
1692,4,57034.155714285705
1693,3,71958.70833333333
1693,4,72009.53583333334
1694,3,126570.25333333334
1694,4,122189.82904761905
1695,3,104989.8273809524
1695,4,97438.53333333333
1696,3,179924.4
1696,4,164643.70666666667
1697,3,108165.275
1697,4,109181.55166666668
1698,3,330907.4666666667
1698,4,302593.86666666664
1699,3,117055.46333333333
1699,4,111720.80166666665
1700,3,94282.59999999999
1700,4,82696.59166666667
1701,3,179267.30166666667
1701,4,173989.27999999997
1702,3,277648.10000000003
1702,4,260805.55
1703,3,86558.19166666668
1703,4,75871.735
1704,3,161395.31666666665
1704,4,155129.10333333333
1705,3,100894.31
1705,4,93075.31666666665
1706,3,160146.3
1706,4,147180.6683333333
1707,3,133647.7166666667
1707,4,123153.25
1708,3,117585.15333333332
1708,4,109926.11499999999
1709,3,57528.166666666664
1709,4,53887.26523809524
1710,3,65130.78333333334
1710,4,59367.83333333334
1711,3,119941.93452380954
1711,4,107396.99999999999
1712,3,90784.85714285714
1712,4,90146.39166666665
1713,3,107240.73333333334
1713,4,96588.125
1714,3,98564.85499999997
1714,4,94691.80333333336
1715,3,120963.14166666665
1715,4,117344.73333333335
1716,3,94994.61666666668
1716,4,90731.70499999999
1717,3,95852.76976190474
1717,4,88897.07547619048
1718,3,86654.36428571428
1718,4,86354.58142857143
1719,3,140604.65
1719,4,127874.11666666664
1720,3,121701.18749999999
1720,4,131217.26666666666
1721,3,83625.745
1721,4,78217.19166666668
1722,3,74035.52500000001
1722,4,70931.77916666666
1723,3,121765.20000000001
1723,4,113628.36761904763
1724,3,64327.583333333314
1724,4,60541.341666666674
1725,3,174620.8030952381
1725,4,165033.88333333336
1726,3,85646.88333333332
1726,4,81738.20999999999
1727,3,189580.21666666665
1727,4,169353.01
1728,3,95797.31166666665
1728,4,95324.97499999998
1729,3,116146.4
1729,4,104619.80595238096
1730,3,84183.05333333334
1730,4,77760.54333333333
1731,3,239431.5
1731,4,243533.23333333337
1732,3,141129.2912820513
1732,4,135618.5466666667
1733,3,179151.86666666667
1733,4,165747.8
1734,3,123798.40499999997
1734,4,114565.63333333333
1735,3,116327.40666666663
1735,4,110863.11666666667
1736,3,66018.06666666667
1736,4,57801.950000000004
1737,3,75044.35833333335
1737,4,71604.61833333333
1738,3,101824.43642857144
1738,4,95950.03
1739,3,104097.80666666671
1739,4,107188.41000000002
1740,3,85831.36333333333
1740,4,78128.95
1741,3,124475.6966666667
1741,4,118256.59333333334
1742,3,150551.78
1742,4,140670.76666666663
1743,3,61826.135714285716
1743,4,58775.32214285715
1744,3,109815.46666666667
1744,4,102106.71666666667
1745,3,119975.11666666667
1745,4,109463.75166666666
1746,3,85612.01666666668
1746,4,82102.68333333332
1747,3,129678.31833333334
1747,4,124163.65000000002
1748,3,105729.63333333332
1748,4,88626.71666666667
